wkt_geom,fid,Height,roof_area,type,province,city,DEM高度,求和高度,经度,纬度
MultiPoint ((113.81012598658092827 22.66802638466104725)),151149,15.782592,5.647,医疗卫生用地,广东省,深圳市,2,17.782592,113.810126,22.66802638
MultiPoint ((113.80623496621669233 22.69994724623306936)),141414,15.784892,300.842,居住用地,广东省,深圳市,12,27.784892,113.806235,22.69994725
MultiPoint ((113.86069129379411891 22.65878568233280888)),238289,15.786892,322.657,居住用地,广东省,深圳市,50,65.786892,113.8606913,22.65878568
MultiPoint ((113.8138152300522421 22.67095966626685666)),162624,15.788792,37.567,医疗卫生用地,广东省,深圳市,13,28.788792,113.8138152,22.67095967
MultiPoint ((113.92449270224715008 22.66338136217697752)),295196,15.788992,321.01,居住用地,广东省,深圳市,57,72.788992,113.9244927,22.66338136
MultiPoint ((113.81889043656698846 22.6709092984919991)),169503,15.789192,162.419,居住用地,广东省,深圳市,7,22.789192,113.8188904,22.6709093
MultiPoint ((113.81911355316148615 22.67309029514680319)),169572,15.790092,88.716,居住用地,广东省,深圳市,14,29.790092,113.8191136,22.6730903
MultiPoint ((113.83808203310555029 22.69309770869544707)),199767,15.790992,54.95,医疗卫生用地,广东省,深圳市,13,28.790992,113.838082,22.69309771
MultiPoint ((113.86474644203894968 22.66215701021298301)),244978,15.791892,507.451,居住用地,广东省,深圳市,52,67.791892,113.8647464,22.66215701
MultiPoint ((113.94271243542590355 22.6794303527535881)),312833,15.794192,135.379,居住用地,广东省,深圳市,62,77.794192,113.9427124,22.67943035
MultiPoint ((113.9224853490660081 22.66394535021917989)),58220,15.794692,157.277,居住用地,广东省,深圳市,49,64.794692,113.9224853,22.66394535
MultiPoint ((113.92646031916822835 22.6822034226776772)),298070,15.796792,206.986,居住用地,广东省,深圳市,42,57.796792,113.9264603,22.68220342
MultiPoint ((113.94377216011778842 22.67873129200092563)),312802,15.797292,137.975,居住用地,广东省,深圳市,46,61.797292,113.9437722,22.67873129
MultiPoint ((113.93473368712530203 22.68407810163785499)),306382,15.799992,152.265,居住用地,广东省,深圳市,44,59.799992,113.9347337,22.6840781
MultiPoint ((113.94813599572810858 22.67774120340391164)),315747,15.801692,220.603,居住用地,广东省,深圳市,48,63.801692,113.948136,22.6777412
MultiPoint ((113.8598744155738558 22.66129695806613498)),238329,15.801792,43.73,居住用地,广东省,深圳市,53,68.801792,113.8598744,22.66129696
MultiPoint ((113.80672397911928329 22.69105379061254268)),145898,15.803292,204.303,医疗卫生用地,广东省,深圳市,2,17.803292,113.806724,22.69105379
MultiPoint ((113.81702006681379657 22.66890447073069836)),166412,15.803292,89.781,居住用地,广东省,深圳市,0,15.803292,113.8170201,22.66890447
MultiPoint ((113.91749462850131636 22.65137143597586089)),287134,15.804492,152.838,居住用地,广东省,深圳市,39,54.804492,113.9174946,22.65137144
MultiPoint ((113.83085636432124943 22.67146056513724872)),188871,15.806992,966.815,居住用地,广东省,深圳市,9,24.806992,113.8308564,22.67146057
MultiPoint ((113.8140844805845262 22.66572379574179408)),162173,15.810292,16.442,居住用地,广东省,深圳市,2,17.810292,113.8140845,22.6657238
MultiPoint ((113.91108548962139935 22.66722489172460087)),280405,15.810692,721.404,居住用地,广东省,深圳市,40,55.810692,113.9110855,22.66722489
MultiPoint ((113.81201621153589087 22.66513318159561763)),157592,15.813292,12.785,居住用地,广东省,深圳市,-1,14.813292,113.8120162,22.66513318
MultiPoint ((113.93516331239564465 22.68533004043171175)),308452,15.813492,96.843,居住用地,广东省,深圳市,47,62.813492,113.9351633,22.68533004
MultiPoint ((113.9255456957879602 22.67150966005511847)),295354,15.813492,48.361,居住用地,广东省,深圳市,42,57.813492,113.9255457,22.67150966
MultiPoint ((113.94208309775316934 22.68042189012913923)),312880,15.816892,147.67,医疗卫生用地,广东省,深圳市,51,66.816892,113.9420831,22.68042189
MultiPoint ((113.86016469864669887 22.65533623486917492)),238192,15.817892,382.767,居住用地,广东省,深圳市,34,49.817892,113.8601647,22.65533623
MultiPoint ((113.80788679391582718 22.68702264312820205)),145652,15.821492,108.993,医疗卫生用地,广东省,深圳市,1,16.821492,113.8078868,22.68702264
MultiPoint ((113.98248813534600288 22.68003757063495485)),330932,15.821792,178.213,医疗卫生用地,广东省,深圳市,94,109.821792,113.9824881,22.68003757
MultiPoint ((113.81532030750875606 22.69264719255906115)),162891,15.822892,946.251,居住用地,广东省,深圳市,3,18.822892,113.8153203,22.69264719
MultiPoint ((113.94371993937646437 22.67795299252176022)),312772,15.823392,255.127,居住用地,广东省,深圳市,49,64.823392,113.9437199,22.67795299
MultiPoint ((113.93866080352007941 22.68843669820877551)),310348,15.823792,537.693,居住用地,广东省,深圳市,53,68.823792,113.9386608,22.6884367
MultiPoint ((113.81852362789875599 22.6696138353690273)),169487,15.824092,96.97,居住用地,广东省,深圳市,6,21.824092,113.8185236,22.66961384
MultiPoint ((113.94561118876717387 22.67727854276423116)),314204,15.826592,93.78,居住用地,广东省,深圳市,45,60.826592,113.9456112,22.67727854
MultiPoint ((113.91668984761228955 22.65341623411839933)),287212,15.828392,142.89,居住用地,广东省,深圳市,44,59.828392,113.9166898,22.65341623
MultiPoint ((113.86364045127487543 22.66406909906408629)),241585,15.833592,190.534,居住用地,广东省,深圳市,50,65.833592,113.8636405,22.6640691
MultiPoint ((113.80209045968440762 22.67136851095856898)),137235,15.836392,49.467,医疗卫生用地,广东省,深圳市,0,15.836392,113.8020905,22.67136851
MultiPoint ((113.92612339986187919 22.67491974825524537)),298137,15.838392,144.09,居住用地,广东省,深圳市,44,59.838392,113.9261234,22.67491975
MultiPoint ((113.81392941196466495 22.66557098384289404)),162153,15.838392,27.504,居住用地,广东省,深圳市,2,17.838392,113.8139294,22.66557098
MultiPoint ((113.94553120162294135 22.67614203924484073)),314347,15.838892,214.924,居住用地,广东省,深圳市,52,67.838892,113.9455312,22.67614204
MultiPoint ((113.82327062940045437 22.66632476486453385)),178757,15.841692,122.604,居住用地,广东省,深圳市,13,28.841692,113.8232706,22.66632476
MultiPoint ((113.93337360434064465 22.68294772386721547)),306401,15.842392,87.012,居住用地,广东省,深圳市,58,73.842392,113.9333736,22.68294772
MultiPoint ((113.9016637428599239 22.6680163136323749)),92809,15.844092,2178.349,居住用地,广东省,深圳市,47,62.844092,113.9016637,22.66801631
MultiPoint ((113.92585657199130367 22.68328913200809183)),298062,15.845792,75.931,居住用地,广东省,深圳市,43,58.845792,113.9258566,22.68328913
MultiPoint ((113.94419810729945652 22.67617270056587486)),314272,15.847492,125.828,居住用地,广东省,深圳市,48,63.847492,113.9441981,22.6761727
MultiPoint ((113.91003935724192786 22.66585723027269594)),280390,15.849292,2199.794,居住用地,广东省,深圳市,40,55.849292,113.9100394,22.66585723
MultiPoint ((113.81656797426390426 22.69213064707492578)),166589,15.849592,53.412,居住用地,广东省,深圳市,0,15.849592,113.816568,22.69213065
MultiPoint ((113.82533749559151204 22.69535158919730478)),183083,15.856392,866.515,居住用地,广东省,深圳市,8,23.856392,113.8253375,22.69535159
MultiPoint ((113.80364708440453114 22.67125598252283325)),137173,15.862692,70.318,居住用地,广东省,深圳市,5,20.862692,113.8036471,22.67125598
MultiPoint ((113.83123970127417124 22.6724046869376501)),188908,15.863792,13.594,居住用地,广东省,深圳市,5,20.863792,113.8312397,22.67240469
MultiPoint ((113.80733276326058956 22.69103529404395303)),145969,15.863992,73.027,医疗卫生用地,广东省,深圳市,2,17.863992,113.8073328,22.69103529
MultiPoint ((113.86365660966527003 22.66532579782210632)),241705,15.864192,174.277,居住用地,广东省,深圳市,53,68.864192,113.8636566,22.6653258
MultiPoint ((113.80918857938191024 22.66754982768997095)),151186,15.864692,17.485,医疗卫生用地,广东省,深圳市,1,16.864692,113.8091886,22.66754983
MultiPoint ((113.94491423236657113 22.67564223593386785)),314147,15.864692,23.088,居住用地,广东省,深圳市,43,58.864692,113.9449142,22.67564224
MultiPoint ((113.80689102210557451 22.69095524947027442)),66534,15.867692,180.9,医疗卫生用地,广东省,深圳市,3,18.867692,113.806891,22.69095525
MultiPoint ((113.86403355643230384 22.66180295786103827)),244993,15.869392,139.155,居住用地,广东省,深圳市,46,61.869392,113.8640336,22.66180296
MultiPoint ((113.92449705210373168 22.69732847383399843)),295881,15.875092,362.542,居住用地,广东省,深圳市,47,62.875092,113.9244971,22.69732847
MultiPoint ((113.81251849821204303 22.67318294097401576)),158207,15.876192,760.101,医疗卫生用地,广东省,深圳市,15,30.876192,113.8125185,22.67318294
MultiPoint ((113.99612493808325553 22.66657312861824636)),46918,15.876492,110.085,居住用地,广东省,深圳市,65,80.876492,113.9961249,22.66657313
MultiPoint ((113.81539838188328417 22.69173742759187462)),162907,15.878592,136.876,居住用地,广东省,深圳市,0,15.878592,113.8153984,22.69173743
MultiPoint ((113.81150632145255486 22.67253812749743247)),158203,15.881192,53.134,医疗卫生用地,广东省,深圳市,7,22.881192,113.8115063,22.67253813
MultiPoint ((113.92264962096079728 22.6757482951332463)),292860,15.882392,159.742,居住用地,广东省,深圳市,31,46.882392,113.9226496,22.6757483
MultiPoint ((113.94224315685337956 22.68039852577269144)),312916,15.884192,149.856,医疗卫生用地,广东省,深圳市,53,68.884192,113.9422432,22.68039853
MultiPoint ((113.91306546031833591 22.66520047120148007)),282296,15.884792,640.971,居住用地,广东省,深圳市,42,57.884792,113.9130655,22.66520047
MultiPoint ((113.92412203154675865 22.68494850057367884)),295616,15.886592,158.893,居住用地,广东省,深圳市,52,67.886592,113.924122,22.6849485
MultiPoint ((113.92478456581028468 22.66362397323240074)),41523,15.886992,49.43,居住用地,广东省,深圳市,53,68.886992,113.9247846,22.66362397
MultiPoint ((113.82330518662496388 22.66775971912073828)),178769,15.888592,19.643,居住用地,广东省,深圳市,13,28.888592,113.8233052,22.66775972
MultiPoint ((113.92802998567140094 22.65052143425678111)),40342,15.888792,287.605,居住用地,广东省,深圳市,34,49.888792,113.92803,22.65052143
MultiPoint ((113.86293850830568886 22.66454834429383425)),241593,15.891192,178.942,居住用地,广东省,深圳市,47,62.891192,113.8629385,22.66454834
MultiPoint ((113.83703400911919346 22.69065608010128443)),199760,15.894792,144.51,医疗卫生用地,广东省,深圳市,13,28.894792,113.837034,22.69065608
MultiPoint ((113.80681655164231358 22.68960238380179817)),57948,15.898392,26.966,医疗卫生用地,广东省,深圳市,1,16.898392,113.8068166,22.68960238
MultiPoint ((113.92167747053370874 22.66708797115950702)),292635,15.900492,139.555,居住用地,广东省,深圳市,50,65.900492,113.9216775,22.66708797
MultiPoint ((113.94470776495445818 22.67741779899792576)),314195,15.901292,127.083,居住用地,广东省,深圳市,45,60.901292,113.9447078,22.6774178
MultiPoint ((113.8106311989676982 22.66974600393835004)),151254,15.901892,13.39,医疗卫生用地,广东省,深圳市,1,16.901892,113.8106312,22.669746
MultiPoint ((113.81683896495151487 22.66209606370743757)),165826,15.903392,188.794,居住用地,广东省,深圳市,2,17.903392,113.816839,22.66209606
MultiPoint ((113.85602935326853924 22.65511964042386239)),232756,15.903692,254.079,居住用地,广东省,深圳市,57,72.903692,113.8560294,22.65511964
MultiPoint ((113.93681873273672522 22.68888120220324822)),308753,15.904192,557.635,医疗卫生用地,广东省,深圳市,54,69.904192,113.9368187,22.6888812
MultiPoint ((113.80066917920552783 22.67650889933051062)),134357,15.904792,64.409,居住用地,广东省,深圳市,2,17.904792,113.8006692,22.6765089
MultiPoint ((113.92238859890137803 22.67562035639740259)),292817,15.906292,121.742,居住用地,广东省,深圳市,32,47.906292,113.9223886,22.67562036
MultiPoint ((113.92005875391977554 22.6725232566884678)),289949,15.906592,149.062,居住用地,广东省,深圳市,47,62.906592,113.9200588,22.67252326
MultiPoint ((113.83715678057096454 22.69071806914415745)),199750,15.908292,46.237,医疗卫生用地,广东省,深圳市,14,29.908292,113.8371568,22.69071807
MultiPoint ((113.86347990080638226 22.66718036826082994)),241721,15.910592,162.511,居住用地,广东省,深圳市,55,70.910592,113.8634799,22.66718037
MultiPoint ((113.81120079447862281 22.66974715338868762)),157989,15.911492,38.944,医疗卫生用地,广东省,深圳市,2,17.911492,113.8112008,22.66974715
MultiPoint ((113.81733258559584954 22.66128668356960674)),165847,15.914592,86.676,居住用地,广东省,深圳市,8,23.914592,113.8173326,22.66128668
MultiPoint ((113.91802734002875752 22.65135195719802041)),287178,15.914992,220.547,居住用地,广东省,深圳市,38,53.914992,113.9180273,22.65135196
MultiPoint ((113.86380678593721427 22.66272812047771623)),245066,15.915692,26.129,居住用地,广东省,深圳市,48,63.915692,113.8638068,22.66272812
MultiPoint ((113.80674717545298336 22.69206901634626661)),145905,15.917092,82.037,居住用地,广东省,深圳市,2,17.917092,113.8067472,22.69206902
MultiPoint ((113.92865436939190715 22.65231679083126082)),40490,15.917692,56.17,居住用地,广东省,深圳市,39,54.917692,113.9286544,22.65231679
MultiPoint ((113.93213072420735443 22.68483713626442722)),304012,15.917892,128.087,居住用地,广东省,深圳市,54,69.917892,113.9321307,22.68483714
MultiPoint ((113.91860844166264144 22.66351308977257872)),287605,15.919092,169.523,居住用地,广东省,深圳市,52,67.919092,113.9186084,22.66351309
MultiPoint ((113.81362035703838842 22.66844557315701181)),162545,15.920392,179.481,医疗卫生用地,广东省,深圳市,9,24.920392,113.8136204,22.66844557
MultiPoint ((113.91873897058037812 22.66090687344179244)),287377,15.920692,39.067,居住用地,广东省,深圳市,55,70.920692,113.918739,22.66090687
MultiPoint ((113.82433956795263441 22.69482562001307002)),179417,15.921192,64.51,居住用地,广东省,深圳市,3,18.921192,113.8243396,22.69482562
MultiPoint ((113.86289556642881848 22.66788023635354676)),241706,15.921392,180.531,居住用地,广东省,深圳市,64,79.921392,113.8628956,22.66788024
MultiPoint ((113.94197187036550645 22.68067669198366687)),312931,15.921692,147.251,医疗卫生用地,广东省,深圳市,50,65.921692,113.9419719,22.68067669
MultiPoint ((113.92476665754658427 22.6741731420112167)),295444,15.921792,153.115,居住用地,广东省,深圳市,37,52.921792,113.9247667,22.67417314
MultiPoint ((113.80702461332117537 22.69234833570646259)),145844,15.922392,137.168,居住用地,广东省,深圳市,5,20.922392,113.8070246,22.69234834
MultiPoint ((113.93530873921895363 22.6827486643262155)),308278,15.922592,71.984,居住用地,广东省,深圳市,51,66.922592,113.9353087,22.68274866
MultiPoint ((113.95715766114570044 22.68735397090267369)),49772,15.926492,175.235,医疗卫生用地,广东省,深圳市,58,73.926492,113.9571577,22.68735397
MultiPoint ((113.80152182941132821 22.67902405510789166)),134389,15.926992,273.655,居住用地,广东省,深圳市,-18,-2.073008,113.8015218,22.67902406
MultiPoint ((113.92941813400399553 22.69427378183753419)),301079,15.929892,448.79,居住用地,广东省,深圳市,53,68.929892,113.9294181,22.69427378
MultiPoint ((113.94849521643249091 22.6772759856389392)),315748,15.930092,193.678,居住用地,广东省,深圳市,48,63.930092,113.9484952,22.67727599
MultiPoint ((113.86378481983967959 22.66686871681175575)),64336,15.932592,53.933,居住用地,广东省,深圳市,55,70.932592,113.8637848,22.66686872
MultiPoint ((113.81107271715568174 22.66927127213325122)),157911,15.934692,133.577,医疗卫生用地,广东省,深圳市,2,17.934692,113.8110727,22.66927127
MultiPoint ((113.94440743182238407 22.67640612394988153)),314216,15.935692,128.934,居住用地,广东省,深圳市,48,63.935692,113.9444074,22.67640612
MultiPoint ((113.92055566522611798 22.68883806184320306)),290115,15.936092,77.385,居住用地,广东省,深圳市,41,56.936092,113.9205557,22.68883806
MultiPoint ((113.80066536912497099 22.678446714095152)),134365,15.936692,59.333,居住用地,广东省,深圳市,-1,14.936692,113.8006654,22.67844671
MultiPoint ((113.93311913094757415 22.6830200956361665)),306242,15.936792,133.823,居住用地,广东省,深圳市,61,76.936792,113.9331191,22.6830201
MultiPoint ((113.8086927778822286 22.67102350961658175)),151236,15.940492,423.659,居住用地,广东省,深圳市,1,16.940492,113.8086928,22.67102351
MultiPoint ((113.82576710078306803 22.66795310943400921)),182513,15.940692,452.339,居住用地,广东省,深圳市,14,29.940692,113.8257671,22.66795311
MultiPoint ((113.81616343411650405 22.69220376156334851)),166588,15.942092,46.153,居住用地,广东省,深圳市,3,18.942092,113.8161634,22.69220376
MultiPoint ((113.93834422948073382 22.68851968354013593)),310371,15.942892,261.238,居住用地,广东省,深圳市,51,66.942892,113.9383442,22.68851968
MultiPoint ((113.8086991336854652 22.69186531599362766)),151959,15.943792,119.672,居住用地,广东省,深圳市,9,24.943792,113.8086991,22.69186532
MultiPoint ((113.93551820024478616 22.68255769873854177)),308243,15.944692,13.796,居住用地,广东省,深圳市,50,65.944692,113.9355182,22.6825577
MultiPoint ((113.92539033848765939 22.67508364622574035)),295507,15.945092,145.795,居住用地,广东省,深圳市,42,57.945092,113.9253903,22.67508365
MultiPoint ((113.92613698555923918 22.68377280596894963)),298082,15.945392,180.678,居住用地,广东省,深圳市,41,56.945392,113.926137,22.68377281
MultiPoint ((113.86028866696059936 22.65421443065649143)),238201,15.945692,77.024,居住用地,广东省,深圳市,39,54.945692,113.8602887,22.65421443
MultiPoint ((113.81708742108935439 22.66168766458799766)),165874,15.947792,105.232,居住用地,广东省,深圳市,10,25.947792,113.8170874,22.66168766
MultiPoint ((113.93598640893259244 22.68383828346037845)),308176,15.947992,50.737,居住用地,广东省,深圳市,48,63.947992,113.9359864,22.68383828
MultiPoint ((113.85555558262417719 22.65212717430512157)),40476,15.947992,116.846,居住用地,广东省,深圳市,71,86.947992,113.8555556,22.65212717
MultiPoint ((113.92300689554755877 22.66282884918150486)),292573,15.948392,64.833,居住用地,广东省,深圳市,52,67.948392,113.9230069,22.66282885
MultiPoint ((113.8264383007535514 22.66834116160215373)),94373,15.949092,6.741,居住用地,广东省,深圳市,15,30.949092,113.8264383,22.66834116
MultiPoint ((113.80222217965676634 22.67175454265446177)),137239,15.949292,114.611,医疗卫生用地,广东省,深圳市,-1,14.949292,113.8022222,22.67175454
MultiPoint ((113.8590970582528854 22.65847998849605105)),235293,15.951392,88.134,居住用地,广东省,深圳市,49,64.951392,113.8590971,22.65847999
MultiPoint ((113.93404890503055071 22.6859669510190578)),44348,15.952392,341.505,居住用地,广东省,深圳市,54,69.952392,113.9340489,22.68596695
MultiPoint ((113.83863864697426038 22.68991159364142263)),204741,15.953092,109.563,医疗卫生用地,广东省,深圳市,16,31.953092,113.8386386,22.68991159
MultiPoint ((113.81273611766228271 22.66902705408049457)),102882,15.953592,152.826,医疗卫生用地,广东省,深圳市,17,32.953592,113.8127361,22.66902705
MultiPoint ((113.82382995289309235 22.66609599818422183)),178753,15.953692,349.085,居住用地,广东省,深圳市,16,31.953692,113.82383,22.666096
MultiPoint ((113.81132424898804345 22.67262657991645725)),158172,15.959492,88.995,医疗卫生用地,广东省,深圳市,8,23.959492,113.8113242,22.67262658
MultiPoint ((113.91283798721700293 22.66252062407163237)),282230,15.959592,451.274,居住用地,广东省,深圳市,47,62.959592,113.912838,22.66252062
MultiPoint ((113.93559427657788774 22.68347772864089507)),308217,15.959692,111.928,居住用地,广东省,深圳市,51,66.959692,113.9355943,22.68347773
MultiPoint ((113.91592584126307486 22.65804393621448298)),284673,15.960992,557.014,居住用地,广东省,深圳市,42,57.960992,113.9159258,22.65804394
MultiPoint ((113.92505979560286278 22.67443931399320789)),295428,15.961692,143.864,居住用地,广东省,深圳市,41,56.961692,113.9250598,22.67443931
MultiPoint ((113.98339312177316174 22.67862011195445859)),331376,15.961992,108.644,居住用地,广东省,深圳市,91,106.961992,113.9833931,22.67862011
MultiPoint ((113.93481271167995317 22.68605930614365462)),306451,15.962492,29.9,居住用地,广东省,深圳市,50,65.962492,113.9348127,22.68605931
MultiPoint ((113.83515165032054028 22.68977580138371408)),195513,15.962792,111.65,医疗卫生用地,广东省,深圳市,8,23.962792,113.8351517,22.6897758
MultiPoint ((113.94222219346063696 22.67592326976831174)),312620,15.963192,93.102,居住用地,广东省,深圳市,46,61.963192,113.9422222,22.67592327
MultiPoint ((113.97984392169324508 22.67822616890039811)),32156,15.963192,112.332,居住用地,广东省,深圳市,89,104.963192,113.9798439,22.67822617
MultiPoint ((113.80920645987963269 22.67229010535479361)),151327,15.963992,51.991,居住用地,广东省,深圳市,-4,11.963992,113.8092065,22.67229011
MultiPoint ((113.95592791428086343 22.68794238974105681)),320184,15.964092,225.211,居住用地,广东省,深圳市,55,70.964092,113.9559279,22.68794239
MultiPoint ((113.86394377218840646 22.66744621126793646)),82563,15.967892,222.454,居住用地,广东省,深圳市,50,65.967892,113.8639438,22.66744621
MultiPoint ((113.93375129630123865 22.68404648103949484)),306287,15.970592,170.331,居住用地,广东省,深圳市,57,72.970592,113.9337513,22.68404648
MultiPoint ((113.94188739551827894 22.67807004374526514)),312750,15.976692,126.841,居住用地,广东省,深圳市,50,65.976692,113.9418874,22.67807004
MultiPoint ((113.86441891617064925 22.66538419614149191)),245188,15.977192,107.582,居住用地,广东省,深圳市,50,65.977192,113.8644189,22.6653842
MultiPoint ((113.80652374872532562 22.68424516396109425)),40110,15.977592,112.36,居住用地,广东省,深圳市,1,16.977592,113.8065237,22.68424516
MultiPoint ((113.94444754922724883 22.67829715340242558)),314392,15.977592,123.901,居住用地,广东省,深圳市,46,61.977592,113.9444475,22.67829715
MultiPoint ((113.9336424705409172 22.68320070811153855)),306403,15.980192,138.076,居住用地,广东省,深圳市,52,67.980192,113.9336425,22.68320071
MultiPoint ((113.92085486644627679 22.68889795278048993)),290143,15.980792,102.487,居住用地,广东省,深圳市,41,56.980792,113.9208549,22.68889795
MultiPoint ((113.8580851206253044 22.65362913791500787)),235189,15.982092,343.803,居住用地,广东省,深圳市,41,56.982092,113.8580851,22.65362914
MultiPoint ((113.82592362598822433 22.66944517762372868)),182558,15.984392,68.335,居住用地,广东省,深圳市,12,27.984392,113.8259236,22.66944518
MultiPoint ((113.93527487097979645 22.68628903978801148)),308463,15.984692,134.221,居住用地,广东省,深圳市,50,65.984692,113.9352749,22.68628904
MultiPoint ((113.82468850508821845 22.67627527304832924)),182800,15.987492,111.816,居住用地,广东省,深圳市,11,26.987492,113.8246885,22.67627527
MultiPoint ((113.91595878769417993 22.65389683991530489)),284587,15.987892,120.607,居住用地,广东省,深圳市,37,52.987892,113.9159588,22.65389684
MultiPoint ((113.85978728999742771 22.65709740254188986)),238232,15.990692,2987.744,居住用地,广东省,深圳市,53,68.990692,113.8597873,22.6570974
MultiPoint ((113.81066599996709954 22.67170130584341337)),151309,15.992092,166.635,医疗卫生用地,广东省,深圳市,0,15.992092,113.810666,22.67170131
MultiPoint ((113.89947029698770109 22.67249138031318267)),5307,15.992092,251.651,居住用地,广东省,深圳市,44,59.992092,113.8994703,22.67249138
MultiPoint ((113.94414890235445625 22.67715344804428312)),312611,15.992992,131.148,居住用地,广东省,深圳市,44,59.992992,113.9441489,22.67715345
MultiPoint ((113.92188628733633493 22.66592506690001585)),292637,15.993792,90.625,居住用地,广东省,深圳市,54,69.993792,113.9218863,22.66592507
MultiPoint ((113.93520080673816608 22.68542339577574651)),308531,15.994492,147.506,居住用地,广东省,深圳市,48,63.994492,113.9352008,22.6854234
MultiPoint ((113.81120586946107665 22.66945009949360568)),158101,15.994592,134.487,医疗卫生用地,广东省,深圳市,1,16.994592,113.8112059,22.6694501
MultiPoint ((113.92455200953293115 22.67555230055237914)),295392,15.997892,37.577,居住用地,广东省,深圳市,34,49.997892,113.924552,22.6755523
MultiPoint ((113.81211725618172181 22.66956491912267424)),157979,16.002192,17.909,医疗卫生用地,广东省,深圳市,6,22.002192,113.8121173,22.66956492
MultiPoint ((113.92516398763686425 22.68328495645461373)),295558,16.004392,224.829,居住用地,广东省,深圳市,42,58.004392,113.925164,22.68328496
MultiPoint ((113.8258085029524409 22.695374327195875)),183096,16.007892,69.439,居住用地,广东省,深圳市,6,22.007892,113.8258085,22.69537433
MultiPoint ((113.81374343618297473 22.67553542085524754)),20136,16.008092,157.302,居住用地,广东省,深圳市,19,35.008092,113.8137434,22.67553542
MultiPoint ((113.93366262765397323 22.68448158229110234)),306497,16.009492,275.607,居住用地,广东省,深圳市,54,70.009492,113.9336626,22.68448158
MultiPoint ((113.94442685982673424 22.68085463924898804)),314457,16.009492,143.37,医疗卫生用地,广东省,深圳市,46,62.009492,113.9444269,22.68085464
MultiPoint ((113.93541288724242122 22.68285420545398523)),308292,16.014292,98.608,居住用地,广东省,深圳市,50,66.014292,113.9354129,22.68285421
MultiPoint ((113.9262738540826092 22.67495671563107251)),298147,16.015392,141.431,居住用地,广东省,深圳市,44,60.015392,113.9262739,22.67495672
MultiPoint ((113.86498362596263689 22.66635190364596042)),245189,16.016092,156.478,居住用地,广东省,深圳市,47,63.016092,113.8649836,22.6663519
MultiPoint ((113.8993719813451122 22.67505527131848453)),271528,16.018292,443.604,居住用地,广东省,深圳市,43,59.018292,113.899372,22.67505527
MultiPoint ((113.94656215046175873 22.67723699152915628)),315849,16.018392,54.26,居住用地,广东省,深圳市,44,60.018392,113.9465622,22.67723699
MultiPoint ((113.91501439561194786 22.65688313996725256)),284690,16.018792,172.167,居住用地,广东省,深圳市,44,60.018792,113.9150144,22.65688314
MultiPoint ((113.94374171316657396 22.67690577625313253)),312670,16.020592,150.104,居住用地,广东省,深圳市,44,60.020592,113.9437417,22.67690578
MultiPoint ((113.80011238898936199 22.68955777835671839)),134612,16.020992,58.58,居住用地,广东省,深圳市,3,19.020992,113.8001124,22.68955778
MultiPoint ((113.94330063471410597 22.67956521202193088)),312748,16.021792,154.716,居住用地,广东省,深圳市,63,79.021792,113.9433006,22.67956521
MultiPoint ((113.8620531748740774 22.66128224933694568)),241473,16.021892,144.045,居住用地,广东省,深圳市,46,62.021892,113.8620532,22.66128225
MultiPoint ((113.81345689079650185 22.66944107533895902)),162635,16.022992,157.626,医疗卫生用地,广东省,深圳市,19,35.022992,113.8134569,22.66944108
MultiPoint ((113.81906400469358687 22.6733576440133362)),169651,16.023192,123.825,居住用地,广东省,深圳市,16,32.023192,113.819064,22.67335764
MultiPoint ((113.92458344377176616 22.6839305521213781)),295550,16.024392,466.201,居住用地,广东省,深圳市,38,54.024392,113.9245834,22.68393055
MultiPoint ((113.87423528484271174 22.66807842771473602)),252105,16.026292,1131.375,居住用地,广东省,深圳市,64,80.026292,113.8742353,22.66807843
MultiPoint ((113.85903943091754797 22.65791076116208913)),235281,16.030792,35.557,居住用地,广东省,深圳市,48,64.030792,113.8590394,22.65791076
MultiPoint ((113.81958499153252262 22.6727420711595542)),169643,16.033092,163.238,居住用地,广东省,深圳市,13,29.033092,113.819585,22.67274207
MultiPoint ((113.80453755526836801 22.67295169596216908)),140597,16.033392,1182.727,居住用地,广东省,深圳市,-5,11.033392,113.8045376,22.6729517
MultiPoint ((113.92870025205264994 22.69793459473366681)),83654,16.034592,190.977,居住用地,广东省,深圳市,56,72.034592,113.9287003,22.69793459
MultiPoint ((113.932615476311355 22.68278389347505097)),303980,16.035892,37.151,居住用地,广东省,深圳市,53,69.035892,113.9326155,22.68278389
MultiPoint ((113.86275552928562149 22.66685588804301332)),241717,16.036192,159.185,居住用地,广东省,深圳市,55,71.036192,113.8627555,22.66685589
MultiPoint ((113.93611996529918429 22.68434494918820832)),308428,16.036692,53.789,医疗卫生用地,广东省,深圳市,45,61.036692,113.93612,22.68434495
MultiPoint ((113.91301956153866115 22.66704724266877946)),282298,16.039492,357.769,居住用地,广东省,深圳市,48,64.039492,113.9130196,22.66704724
MultiPoint ((113.93587455159351407 22.68342285501184818)),308262,16.039492,60.843,居住用地,广东省,深圳市,49,65.039492,113.9358746,22.68342286
MultiPoint ((113.82797978329806199 22.66615326174224165)),37100,16.040092,78.649,居住用地,广东省,深圳市,11,27.040092,113.8279798,22.66615326
MultiPoint ((113.86743992796876057 22.6646176950686673)),247620,16.042892,640.51,居住用地,广东省,深圳市,59,75.042892,113.8674399,22.6646177
