wkt_geom,fid,Height,roof_area,type,province,city,DEM高度,求和高度,经度,纬度
MultiPoint ((113.92484519918974684 22.6604530418621124)),295120,1.045792,12.473,居住用地,广东省,深圳市,53,54.045792,113.9248452,22.66045304
MultiPoint ((113.87531597166970698 22.66817713094060238)),252117,1.046192,434.029,居住用地,广东省,深圳市,50,51.046192,113.875316,22.66817713
MultiPoint ((113.85700132204968327 22.6560133532745489)),235233,1.065492,125.778,居住用地,广东省,深圳市,48,49.065492,113.8570013,22.65601335
MultiPoint ((113.91994986403111056 22.6676100972496215)),289906,1.073192,204.843,居住用地,广东省,深圳市,59,60.073192,113.9199499,22.6676101
MultiPoint ((113.91778484761428558 22.66204874945583825)),287411,1.086092,19.238,居住用地,广东省,深圳市,59,60.086092,113.9177848,22.66204875
MultiPoint ((113.91756389756351098 22.66199746569476403)),287419,1.094392,22.18,居住用地,广东省,深圳市,60,61.094392,113.9175639,22.66199747
MultiPoint ((113.91360908926918682 22.65976845237647908)),282211,1.094692,59.336,居住用地,广东省,深圳市,37,38.094692,113.9136091,22.65976845
MultiPoint ((113.81758857369598559 22.65647736299387205)),169146,1.128692,45.044,居住用地,广东省,深圳市,6,7.128692,113.8175886,22.65647736
MultiPoint ((113.86854670461246997 22.66458053955242136)),249209,1.128892,31.905,居住用地,广东省,深圳市,65,66.128892,113.8685467,22.66458054
MultiPoint ((113.91408632917512023 22.66016691190798582)),282208,1.133092,22.98,居住用地,广东省,深圳市,44,45.133092,113.9140863,22.66016691
MultiPoint ((113.87567085246986665 22.66806916590763876)),254102,1.152292,269.023,居住用地,广东省,深圳市,50,51.152292,113.8756709,22.66806917
MultiPoint ((113.91779733019905052 22.66171520479595713)),287403,1.184992,14.078,居住用地,广东省,深圳市,59,60.184992,113.9177973,22.6617152
MultiPoint ((113.8566091981546009 22.65240678005986652)),232739,1.191192,93.381,居住用地,广东省,深圳市,52,53.191192,113.8566092,22.65240678
MultiPoint ((113.9278352909742722 22.67292900179647575)),298006,1.194192,28.432,居住用地,广东省,深圳市,41,42.194192,113.9278353,22.672929
MultiPoint ((113.91403421938727547 22.66015232828250703)),282212,1.202092,51.357,居住用地,广东省,深圳市,43,44.202092,113.9140342,22.66015233
MultiPoint ((113.91348220880820463 22.65971983100697074)),282187,1.231092,54.895,居住用地,广东省,深圳市,38,39.231092,113.9134822,22.65971983
MultiPoint ((113.86632914766204294 22.66754784386120036)),247732,1.240192,232.548,居住用地,广东省,深圳市,47,48.240192,113.8663291,22.66754784
MultiPoint ((113.92551121843503381 22.69802342282973129)),295880,1.241292,111.364,居住用地,广东省,深圳市,62,63.241292,113.9255112,22.69802342
MultiPoint ((113.92822273163531577 22.67284357447016063)),300815,1.253792,47.091,居住用地,广东省,深圳市,43,44.253792,113.9282227,22.67284357
MultiPoint ((113.91467519195282421 22.67535503723371093)),284821,1.261492,11.286,居住用地,广东省,深圳市,40,41.261492,113.9146752,22.67535504
MultiPoint ((113.82009918815695926 22.66690836700461986)),169369,1.281892,591.494,居住用地,广东省,深圳市,5,6.281892,113.8200992,22.66690837
MultiPoint ((113.93402641994957492 22.68521790111641323)),306553,1.288392,214.936,居住用地,广东省,深圳市,48,49.288392,113.9340264,22.6852179
MultiPoint ((113.91715983225495279 22.65687832346750952)),287250,1.327192,21.995,居住用地,广东省,深圳市,41,42.327192,113.9171598,22.65687832
MultiPoint ((113.99778554158964994 22.67098884352782306)),335326,1.400192,217.987,居住用地,广东省,深圳市,81,82.400192,113.9977855,22.67098884
MultiPoint ((113.92220848530124044 22.66804422805317287)),292680,1.403192,23.033,居住用地,广东省,深圳市,43,44.403192,113.9222085,22.66804423
MultiPoint ((113.91903425753055501 22.66661551286121323)),289885,1.413992,69.241,居住用地,广东省,深圳市,58,59.413992,113.9190343,22.66661551
MultiPoint ((113.92742743725212051 22.67293045216462843)),298003,1.431792,86.387,居住用地,广东省,深圳市,41,42.431792,113.9274274,22.67293045
MultiPoint ((113.91153494052601047 22.65815413650765819)),280322,1.431992,22.199,居住用地,广东省,深圳市,35,36.431992,113.9115349,22.65815414
MultiPoint ((113.819414328462301 22.66705152552533775)),169367,1.432092,66.029,居住用地,广东省,深圳市,0,1.432092,113.8194143,22.66705153
MultiPoint ((113.86785874875312174 22.67216229685133655)),247791,1.452492,132.672,居住用地,广东省,深圳市,51,52.452492,113.8678587,22.6721623
MultiPoint ((113.9114579863640131 22.658245921384502)),280329,1.454792,54.293,居住用地,广东省,深圳市,38,39.454792,113.911458,22.65824592
MultiPoint ((113.80789340653616648 22.69043991380036118)),145759,1.527592,254.907,医疗卫生用地,广东省,深圳市,5,6.527592,113.8078934,22.69043991
MultiPoint ((113.80073673203872886 22.69368740220000547)),134718,1.531292,57.663,居住用地,广东省,深圳市,1,2.531292,113.8007367,22.6936874
MultiPoint ((113.80434848136789583 22.69141197945103983)),141133,1.534292,216.636,居住用地,广东省,深圳市,-4,-2.465708,113.8043485,22.69141198
MultiPoint ((113.91754014699418462 22.66194774140105039)),287371,1.582492,45.625,居住用地,广东省,深圳市,60,61.582492,113.9175401,22.66194774
MultiPoint ((113.86376115029393929 22.66926665170558763)),245452,1.606392,101.031,居住用地,广东省,深圳市,52,53.606392,113.8637612,22.66926665
MultiPoint ((113.8664540662973792 22.66738455513456074)),247744,1.630692,181.379,居住用地,广东省,深圳市,50,51.630692,113.8664541,22.66738456
MultiPoint ((113.85713457489605105 22.65801145751774825)),235259,1.642292,52.648,居住用地,广东省,深圳市,73,74.642292,113.8571346,22.65801146
MultiPoint ((113.86680559438390503 22.67100984898855387)),247785,1.644192,35.67,居住用地,广东省,深圳市,46,47.644192,113.8668056,22.67100985
MultiPoint ((113.86661591458258158 22.66745381790080316)),247724,1.662292,97.52,居住用地,广东省,深圳市,51,52.662292,113.8666159,22.66745382
MultiPoint ((113.91346942594476843 22.66724133221861948)),282303,1.672092,97.147,居住用地,广东省,深圳市,42,43.672092,113.9134694,22.66724133
MultiPoint ((113.92428091865824058 22.67125068807281352)),295274,1.685692,55.434,居住用地,广东省,深圳市,41,42.685692,113.9242809,22.67125069
MultiPoint ((113.9116345494835798 22.6581843961393119)),280326,1.690692,67.101,居住用地,广东省,深圳市,37,38.690692,113.9116345,22.6581844
MultiPoint ((113.86638984588974211 22.66724082860565304)),247730,1.694992,81.418,居住用地,广东省,深圳市,52,53.694992,113.8663898,22.66724083
MultiPoint ((113.91274963633205175 22.6665968234587325)),282291,1.704592,97.251,居住用地,广东省,深圳市,47,48.704592,113.9127496,22.66659682
MultiPoint ((113.86711640455698102 22.67124693669003221)),247790,1.714892,42.478,居住用地,广东省,深圳市,43,44.714892,113.8671164,22.67124694
MultiPoint ((113.85514031371647548 22.65346791822709349)),232742,1.725192,409.592,居住用地,广东省,深圳市,54,55.725192,113.8551403,22.65346792
MultiPoint ((113.92825422869526619 22.65541142441426459)),40829,1.726092,123.545,居住用地,广东省,深圳市,37,38.726092,113.9282542,22.65541142
MultiPoint ((113.87660586169593557 22.66717735092652219)),254091,1.746292,158.219,居住用地,广东省,深圳市,49,50.746292,113.8766059,22.66717735
MultiPoint ((113.86222629862437827 22.66487874920307988)),241662,1.770592,244.872,居住用地,广东省,深圳市,49,50.770592,113.8622263,22.66487875
MultiPoint ((113.91785465856887072 22.66169522505535028)),287399,1.778492,15.479,居住用地,广东省,深圳市,59,60.778492,113.9178547,22.66169523
MultiPoint ((113.87396647699041807 22.67242272793740199)),252120,1.783492,44.358,居住用地,广东省,深圳市,54,55.783492,113.8739665,22.67242273
MultiPoint ((113.86668340220151663 22.6673963894902144)),247745,1.807092,46.442,居住用地,广东省,深圳市,51,52.807092,113.8666834,22.66739639
MultiPoint ((113.91130306081389278 22.67016201726929481)),280412,1.812492,41.983,居住用地,广东省,深圳市,41,42.812492,113.9113031,22.67016202
MultiPoint ((113.80831841077610989 22.69073903809883674)),145945,1.812792,27.652,医疗卫生用地,广东省,深圳市,5,6.812792,113.8083184,22.69073904
MultiPoint ((113.9178361527985146 22.66165808017264993)),287417,1.854392,11.941,居住用地,广东省,深圳市,58,59.854392,113.9178362,22.66165808
MultiPoint ((113.92135247551759392 22.66349193388885297)),292595,1.873192,16.592,居住用地,广东省,深圳市,45,46.873192,113.9213525,22.66349193
MultiPoint ((113.93363595143415523 22.68812689098814417)),306702,1.901392,44.224,居住用地,广东省,深圳市,55,56.901392,113.933636,22.68812689
MultiPoint ((113.91948225981640519 22.66423965902459514)),289833,1.910792,175.069,居住用地,广东省,深圳市,49,50.910792,113.9194823,22.66423966
MultiPoint ((113.92416296709353674 22.6979727406679288)),295885,1.912492,45.893,居住用地,广东省,深圳市,49,50.912492,113.924163,22.69797274
MultiPoint ((113.80481993565089738 22.69036674508761919)),141095,1.934092,75.246,居住用地,广东省,深圳市,-5,-3.065908,113.8048199,22.69036675
MultiPoint ((113.91519333562320071 22.67292497257302841)),284770,1.935592,48.382,居住用地,广东省,深圳市,53,54.935592,113.9151933,22.67292497
MultiPoint ((113.87305687473923399 22.66815307087101772)),252099,1.954292,33.495,居住用地,广东省,深圳市,51,52.954292,113.8730569,22.66815307
MultiPoint ((113.92155241586064562 22.66440005293628701)),292599,1.958392,61.676,居住用地,广东省,深圳市,50,51.958392,113.9215524,22.66440005
MultiPoint ((113.91525319810456551 22.66836890045760811)),284909,1.973792,13.47,居住用地,广东省,深圳市,47,48.973792,113.9152532,22.6683689
MultiPoint ((113.86744798233984 22.67054460600384047)),247772,1.976292,43.379,居住用地,广东省,深圳市,53,54.976292,113.867448,22.67054461
MultiPoint ((113.91373121761259313 22.66039465126350549)),282189,1.978292,17.99,居住用地,广东省,深圳市,42,43.978292,113.9137312,22.66039465
MultiPoint ((113.93352458637460245 22.68856219363841475)),306729,1.978792,23.532,居住用地,广东省,深圳市,52,53.978792,113.9335246,22.68856219
MultiPoint ((113.86673396836941663 22.66783220014254141)),247731,1.982192,145.516,居住用地,广东省,深圳市,46,47.982192,113.866734,22.6678322
MultiPoint ((113.8568368129555779 22.65990677753854854)),232788,1.991992,1336.348,居住用地,广东省,深圳市,79,80.991992,113.8568368,22.65990678
MultiPoint ((113.92832127623741201 22.65474884336271799)),40780,2.010792,53.915,居住用地,广东省,深圳市,37,39.010792,113.9283213,22.65474884
MultiPoint ((113.91203920734693611 22.67242941646468424)),282350,2.012292,17.2,居住用地,广东省,深圳市,44,46.012292,113.9120392,22.67242942
MultiPoint ((113.92639598221971653 22.67795466022736761)),31981,2.026792,117.956,居住用地,广东省,深圳市,31,33.026792,113.926396,22.67795466
MultiPoint ((113.8663943712884361 22.66767021329100018)),247743,2.028192,50.118,居住用地,广东省,深圳市,44,46.028192,113.8663944,22.66767021
MultiPoint ((113.9225875760512281 22.67495003360824413)),292843,2.070392,16.171,居住用地,广东省,深圳市,32,34.070392,113.9225876,22.67495003
MultiPoint ((113.86574038565312605 22.67092272558947386)),1135,2.073092,53.928,居住用地,广东省,深圳市,42,44.073092,113.8657404,22.67092273
MultiPoint ((113.87297898265273943 22.6723773296407991)),252131,2.079892,86.861,居住用地,广东省,深圳市,56,58.079892,113.872979,22.67237733
MultiPoint ((113.86157929286467549 22.66890284291097757)),241790,2.087292,124.779,居住用地,广东省,深圳市,76,78.087292,113.8615793,22.66890284
MultiPoint ((113.91949698489399623 22.66641394118436281)),289876,2.087392,34.291,居住用地,广东省,深圳市,61,63.087392,113.919497,22.66641394
MultiPoint ((113.91140258195432011 22.6709982317970038)),280410,2.091292,255.957,居住用地,广东省,深圳市,39,41.091292,113.9114026,22.67099823
MultiPoint ((113.91565365124182563 22.67543569849471297)),284843,2.105792,45.244,居住用地,广东省,深圳市,44,46.105792,113.9156537,22.6754357
MultiPoint ((113.87255768963022717 22.67211192885180537)),250499,2.106592,891.624,居住用地,广东省,深圳市,64,66.106592,113.8725577,22.67211193
MultiPoint ((113.92894428929591299 22.69469908990138762)),301094,2.113392,952.88,居住用地,广东省,深圳市,51,53.113392,113.9289443,22.69469909
MultiPoint ((113.91984248886191722 22.66347349159671865)),289866,2.118392,46.551,居住用地,广东省,深圳市,54,56.118392,113.9198425,22.66347349
MultiPoint ((113.87089681380794559 22.67230386578562573)),250497,2.140092,55.059,居住用地,广东省,深圳市,57,59.140092,113.8708968,22.67230387
MultiPoint ((113.86768442056360584 22.67078523752033092)),247771,2.143092,39.189,居住用地,广东省,深圳市,49,51.143092,113.8676844,22.67078524
MultiPoint ((113.92409350675195867 22.65515686524915751)),295075,2.151192,1591.438,居住用地,广东省,深圳市,48,50.151192,113.9240935,22.65515687
MultiPoint ((113.80440401185302335 22.69302081253403713)),141229,2.190092,1248.34,居住用地,广东省,深圳市,3,5.190092,113.804404,22.69302081
MultiPoint ((113.85588141247050942 22.65273487857728085)),40534,2.192692,47.188,居住用地,广东省,深圳市,56,58.192692,113.8558814,22.65273488
MultiPoint ((113.90442130810338028 22.66743980264125113)),81310,2.193192,0.983,居住用地,广东省,深圳市,43,45.193192,113.9044213,22.6674398
MultiPoint ((113.90444215370898462 22.66745470505302151)),81311,2.193192,0.491,居住用地,广东省,深圳市,43,45.193192,113.9044422,22.66745471
MultiPoint ((113.91176946519381374 22.67021253776535517)),280411,2.206692,12.699,居住用地,广东省,深圳市,39,41.206692,113.9117695,22.67021254
MultiPoint ((113.91187043025803405 22.67026398916062391)),280408,2.216492,72.582,居住用地,广东省,深圳市,38,40.216492,113.9118704,22.67026399
MultiPoint ((113.86593436766864329 22.66566985260532263)),245273,2.221592,26.525,居住用地,广东省,深圳市,54,56.221592,113.8659344,22.66566985
MultiPoint ((113.91149874804206377 22.6708284605674173)),280416,2.236692,204.837,居住用地,广东省,深圳市,38,40.236692,113.9114987,22.67082846
MultiPoint ((113.8675131018157316 22.67076261250998925)),247779,2.244092,24.265,居住用地,广东省,深圳市,51,53.244092,113.8675131,22.67076261
MultiPoint ((113.86080995367960611 22.65325704773495019)),238151,2.244192,96.519,居住用地,广东省,深圳市,35,37.244192,113.86081,22.65325705
MultiPoint ((113.86684557466197987 22.67114235849619064)),247792,2.252992,78.527,居住用地,广东省,深圳市,46,48.252992,113.8668456,22.67114236
MultiPoint ((113.86243251219843842 22.66335023323641096)),241612,2.262492,80.328,居住用地,广东省,深圳市,49,51.262492,113.8624325,22.66335023
MultiPoint ((113.85899954477746121 22.66129952059609209)),235339,2.271092,33.406,居住用地,广东省,深圳市,66,68.271092,113.8589995,22.66129952
MultiPoint ((113.86599751748184417 22.66806287715698076)),245408,2.271892,202.6,居住用地,广东省,深圳市,43,45.271892,113.8659975,22.66806288
MultiPoint ((113.86654704697025409 22.66776407504284307)),247711,2.277392,109.701,居住用地,广东省,深圳市,45,47.277392,113.866547,22.66776408
MultiPoint ((113.9116940231987769 22.67046291358382959)),280419,2.279692,127.795,居住用地,广东省,深圳市,37,39.279692,113.911694,22.67046291
MultiPoint ((113.92095462118844296 22.66453068786669078)),289863,2.281092,97.54,居住用地,广东省,深圳市,54,56.281092,113.9209546,22.66453069
MultiPoint ((113.8195682743889563 22.6676630953980478)),169440,2.284592,39.203,居住用地,广东省,深圳市,6,8.284592,113.8195683,22.6676631
MultiPoint ((113.85995670445382189 22.66299843775673395)),238393,2.300692,99.239,居住用地,广东省,深圳市,88,90.300692,113.8599567,22.66299844
MultiPoint ((113.9174473721981542 22.66189188065697024)),287422,2.307192,50.807,居住用地,广东省,深圳市,60,62.307192,113.9174474,22.66189188
MultiPoint ((113.86697693670207343 22.66772492107366688)),247763,2.315292,72.755,居住用地,广东省,深圳市,46,48.315292,113.8669769,22.66772492
MultiPoint ((113.92817298647614166 22.69315837921313417)),301095,2.321092,64.056,居住用地,广东省,深圳市,49,51.321092,113.928173,22.69315838
MultiPoint ((113.86902515224949184 22.66585255631251172)),249198,2.332692,81.079,居住用地,广东省,深圳市,57,59.332692,113.8690252,22.66585256
MultiPoint ((113.91127513358233614 22.6702257702350316)),280418,2.334492,68.363,居住用地,广东省,深圳市,41,43.334492,113.9112751,22.67022577
MultiPoint ((113.85750345436592568 22.66092557458649992)),235355,2.344792,81.502,居住用地,广东省,深圳市,79,81.344792,113.8575035,22.66092557
MultiPoint ((113.87576962329630703 22.66704161872776879)),254097,2.353492,132.218,居住用地,广东省,深圳市,39,41.353492,113.8757696,22.66704162
MultiPoint ((113.86755088792973822 22.67047243125738376)),247781,2.361192,23.819,居住用地,广东省,深圳市,53,55.361192,113.8675509,22.67047243
MultiPoint ((113.93498738276078086 22.68981091796674221)),308769,2.361492,280.349,居住用地,广东省,深圳市,50,52.361492,113.9349874,22.68981092
MultiPoint ((113.80711565962317877 22.69752041824073174)),146128,2.363992,84.629,居住用地,广东省,深圳市,5,7.363992,113.8071157,22.69752042
MultiPoint ((113.9059565961702134 22.66565963105809445)),32773,2.366992,17.975,居住用地,广东省,深圳市,43,45.366992,113.9059566,22.66565963
MultiPoint ((113.81756286511222243 22.65654632547701652)),165786,2.374592,51.829,居住用地,广东省,深圳市,6,8.374592,113.8175629,22.65654633
MultiPoint ((113.80282192624437698 22.69136915528844511)),137607,2.379792,66.389,居住用地,广东省,深圳市,-8,-5.620208,113.8028219,22.69136916
MultiPoint ((113.86586400927444629 22.66563189396538291)),245236,2.380392,75.005,居住用地,广东省,深圳市,53,55.380392,113.865864,22.66563189
MultiPoint ((113.92039998741519469 22.66545187799072991)),289873,2.384292,128.292,居住用地,广东省,深圳市,61,63.384292,113.9204,22.66545188
MultiPoint ((113.91381965759318007 22.65874419656170602)),282215,2.393992,67.404,居住用地,广东省,深圳市,38,40.393992,113.9138197,22.6587442
MultiPoint ((113.92935807110941937 22.68719292130588272)),301001,2.399392,23.134,居住用地,广东省,深圳市,44,46.399392,113.9293581,22.68719292
MultiPoint ((113.8591222175602411 22.65234934448829662)),235187,2.408792,107.598,居住用地,广东省,深圳市,40,42.408792,113.8591222,22.65234934
MultiPoint ((113.92801286442526987 22.68482638727439493)),300938,2.408992,81.09,居住用地,广东省,深圳市,41,43.408992,113.9280129,22.68482639
MultiPoint ((113.8222374904073888 22.66926570897051718)),173954,2.411292,59.597,居住用地,广东省,深圳市,6,8.411292,113.8222375,22.66926571
MultiPoint ((113.86661874525840688 22.66780504713403488)),247717,2.415192,48.306,居住用地,广东省,深圳市,46,48.415192,113.8666187,22.66780505
MultiPoint ((113.8735020009987835 22.66796473198143858)),252101,2.423392,72.831,居住用地,广东省,深圳市,53,55.423392,113.873502,22.66796473
MultiPoint ((113.86658407034781249 22.66732736319369934)),247718,2.425892,59.792,居住用地,广东省,深圳市,52,54.425892,113.8665841,22.66732736
MultiPoint ((113.81751417302417906 22.65649239648524116)),165785,2.431592,39.051,居住用地,广东省,深圳市,6,8.431592,113.8175142,22.6564924
MultiPoint ((113.90000779270147291 22.67374126017822533)),11368,2.432692,202.22,居住用地,广东省,深圳市,48,50.432692,113.9000078,22.67374126
MultiPoint ((113.87878283190336504 22.66783068775106713)),256491,2.440092,63.824,居住用地,广东省,深圳市,58,60.440092,113.8787828,22.66783069
MultiPoint ((113.86658980482857828 22.66724547814153823)),247746,2.469492,79.786,居住用地,广东省,深圳市,53,55.469492,113.8665898,22.66724548
MultiPoint ((113.80777877281444432 22.69023886178267091)),145724,2.473492,76.169,医疗卫生用地,广东省,深圳市,4,6.473492,113.8077788,22.69023886
MultiPoint ((113.99637935436177827 22.66706733897526149)),334592,2.481792,344.113,居住用地,广东省,深圳市,74,76.481792,113.9963794,22.66706734
MultiPoint ((113.90347819341640445 22.6594835573502813)),41051,2.492992,56.172,居住用地,广东省,深圳市,40,42.492992,113.9034782,22.65948356
MultiPoint ((113.8636183846136305 22.67357282504306681)),241819,2.495592,258.45,居住用地,广东省,深圳市,66,68.495592,113.8636184,22.67357283
MultiPoint ((113.92510501950852131 22.68438796438256233)),295612,2.498292,153.227,居住用地,广东省,深圳市,38,40.498292,113.925105,22.68438796
MultiPoint ((113.86622534760550707 22.66717667248056145)),247725,2.508892,85.386,居住用地,广东省,深圳市,50,52.508892,113.8662253,22.66717667
MultiPoint ((113.80827353868829732 22.66886782829576319)),145284,2.509592,168.76,居住用地,广东省,深圳市,-2,0.509592,113.8082735,22.66886783
MultiPoint ((113.86625191334009344 22.66810447962314967)),247729,2.518892,24.139,居住用地,广东省,深圳市,42,44.518892,113.8662519,22.66810448
MultiPoint ((113.91365280221999967 22.66036491213973036)),282202,2.522592,76.06,居住用地,广东省,深圳市,40,42.522592,113.9136528,22.66036491
MultiPoint ((113.8670595096763094 22.6677947915618816)),247755,2.534592,32.054,居住用地,广东省,深圳市,46,48.534592,113.8670595,22.66779479
MultiPoint ((113.86161345111267451 22.66845429886084773)),241751,2.535292,100.708,居住用地,广东省,深圳市,92,94.535292,113.8616135,22.6684543
MultiPoint ((113.90544245161372316 22.6693419597074346)),118062,2.536792,1132.437,居住用地,广东省,深圳市,50,52.536792,113.9054425,22.66934196
MultiPoint ((113.91207500415509912 22.66180703201853319)),280340,2.538992,250.282,居住用地,广东省,深圳市,42,44.538992,113.912075,22.66180703
MultiPoint ((113.85969801382870514 22.66307010906231056)),238394,2.545592,20.132,居住用地,广东省,深圳市,88,90.545592,113.859698,22.66307011
MultiPoint ((113.85715577977576629 22.66022372681331731)),235314,2.546392,469.338,居住用地,广东省,深圳市,77,79.546392,113.8571558,22.66022373
MultiPoint ((113.91170937048322287 22.66838862996054971)),280400,2.548692,118.506,居住用地,广东省,深圳市,35,37.548692,113.9117094,22.66838863
MultiPoint ((113.87587087058587088 22.66726830751574084)),254088,2.569492,25.558,居住用地,广东省,深圳市,42,44.569492,113.8758709,22.66726831
MultiPoint ((113.92101412580132092 22.663265262388407)),289868,2.574392,115.899,居住用地,广东省,深圳市,46,48.574392,113.9210141,22.66326526
MultiPoint ((113.85834524270812551 22.65591062751608931)),235236,2.578392,50.115,居住用地,广东省,深圳市,45,47.578392,113.8583452,22.65591063
MultiPoint ((113.8078082914636866 22.66955512345855084)),145291,2.582792,134.883,居住用地,广东省,深圳市,-2,0.582792,113.8078083,22.66955512
MultiPoint ((113.91126236408626937 22.65752689519161933)),280325,2.584492,177.259,居住用地,广东省,深圳市,42,44.584492,113.9112624,22.6575269
MultiPoint ((113.86009512747297379 22.65280264763143947)),238107,2.588392,206.533,居住用地,广东省,深圳市,39,41.588392,113.8600951,22.65280265
MultiPoint ((113.91971687875613384 22.66629769321960808)),289886,2.595692,134.994,居住用地,广东省,深圳市,61,63.595692,113.9197169,22.66629769
MultiPoint ((113.94335670993014276 22.6725545255544354)),312486,2.598292,67.528,居住用地,广东省,深圳市,47,49.598292,113.9433567,22.67255453
MultiPoint ((113.90362648415836588 22.65947362434139833)),41050,2.598692,134.812,居住用地,广东省,深圳市,39,41.598692,113.9036265,22.65947362
MultiPoint ((113.81707959559307142 22.6950264419187242)),166659,2.607892,49.607,居住用地,广东省,深圳市,4,6.607892,113.8170796,22.69502644
MultiPoint ((113.86620233666208435 22.67084573374815548)),247783,2.609392,16.226,居住用地,广东省,深圳市,40,42.609392,113.8662023,22.67084573
MultiPoint ((113.91219684707100157 22.66229305710319153)),41304,2.612092,204.456,居住用地,广东省,深圳市,42,44.612092,113.9121968,22.66229306
MultiPoint ((113.94262331869698812 22.67250446640956696)),312481,2.632292,58.543,居住用地,广东省,深圳市,44,46.632292,113.9426233,22.67250447
MultiPoint ((113.911816737257368 22.66847182635879676)),280402,2.634892,38.67,居住用地,广东省,深圳市,37,39.634892,113.9118167,22.66847183
MultiPoint ((113.92494286419608329 22.69655924202185915)),295857,2.637592,22.863,居住用地,广东省,深圳市,49,51.637592,113.9249429,22.69655924
MultiPoint ((113.86665687333380959 22.66519802557508712)),247703,2.641892,53.626,居住用地,广东省,深圳市,58,60.641892,113.8666569,22.66519803
MultiPoint ((113.92774043621760427 22.69689943351536243)),298401,2.642192,52.839,居住用地,广东省,深圳市,71,73.642192,113.9277404,22.69689943
MultiPoint ((113.86691409051883284 22.66753750392979327)),247707,2.643092,64.396,居住用地,广东省,深圳市,51,53.643092,113.8669141,22.6675375
MultiPoint ((113.93997326100328848 22.67678902422034781)),311263,2.644892,17.129,居住用地,广东省,深圳市,44,46.644892,113.9399733,22.67678902
MultiPoint ((113.87364402886160519 22.67253337039772276)),252128,2.647792,142.763,居住用地,广东省,深圳市,51,53.647792,113.873644,22.67253337
MultiPoint ((113.86767862375050697 22.67060340016941922)),247775,2.648092,54.52,居住用地,广东省,深圳市,51,53.648092,113.8676786,22.6706034
MultiPoint ((113.80808197505253077 22.69056122970080835)),145814,2.650392,70.256,医疗卫生用地,广东省,深圳市,5,7.650392,113.808082,22.69056123
MultiPoint ((113.87287608430501962 22.67302685405281437)),250502,2.653892,75.251,居住用地,广东省,深圳市,57,59.653892,113.8728761,22.67302685
MultiPoint ((113.91380361276665667 22.65851750120316055)),282209,2.659592,142.991,居住用地,广东省,深圳市,38,40.659592,113.9138036,22.6585175
MultiPoint ((113.93330902823954887 22.68890918164850135)),306719,2.666692,236.296,居住用地,广东省,深圳市,49,51.666692,113.933309,22.68890918
MultiPoint ((113.8684834703804114 22.66460650084009387)),249199,2.671592,32.351,居住用地,广东省,深圳市,68,70.671592,113.8684835,22.6646065
MultiPoint ((113.85557431795511718 22.65731672729625146)),232772,2.690792,91.292,居住用地,广东省,深圳市,67,69.690792,113.8555743,22.65731673
MultiPoint ((113.90253233732096305 22.67145993057751596)),2412,2.693792,107.851,居住用地,广东省,深圳市,51,53.693792,113.9025323,22.67145993
MultiPoint ((113.86151921793275221 22.65644817497744157)),241262,2.695392,13.794,居住用地,广东省,深圳市,44,46.695392,113.8615192,22.65644817
MultiPoint ((113.92372456305042761 22.68490428929949942)),295643,2.695592,63.692,居住用地,广东省,深圳市,47,49.695592,113.9237246,22.68490429
MultiPoint ((113.88300967896240934 22.67145896689897455)),2568,2.705892,379.744,居住用地,广东省,深圳市,38,40.705892,113.8830097,22.67145897
MultiPoint ((113.86672034790338159 22.66760280860113497)),247760,2.720092,463.487,居住用地,广东省,深圳市,48,50.720092,113.8667203,22.66760281
MultiPoint ((113.91474973027077056 22.67535569797183115)),284819,2.720692,29.987,居住用地,广东省,深圳市,40,42.720692,113.9147497,22.6753557
MultiPoint ((113.91049749633245369 22.66259252683087055)),280364,2.722192,123.622,居住用地,广东省,深圳市,41,43.722192,113.9104975,22.66259253
MultiPoint ((113.90335639259305367 22.66027464657038237)),41116,2.723892,60.665,居住用地,广东省,深圳市,42,44.723892,113.9033564,22.66027465
MultiPoint ((113.85839787273512513 22.66218948044706138)),235348,2.725092,81.759,居住用地,广东省,深圳市,99,101.725092,113.8583979,22.66218948
MultiPoint ((113.86685589803700225 22.66731520926397536)),247721,2.725492,422.285,居住用地,广东省,深圳市,52,54.725492,113.8668559,22.66731521
MultiPoint ((113.85532599747607208 22.65308743445896411)),232743,2.725792,29.117,居住用地,广东省,深圳市,60,62.725792,113.855326,22.65308743
MultiPoint ((113.92768001499304376 22.69697759626279776)),298405,2.726892,43.946,居住用地,广东省,深圳市,72,74.726892,113.92768,22.6969776
MultiPoint ((113.92171990337423892 22.67501668247163593)),292841,2.728792,14.702,居住用地,广东省,深圳市,39,41.728792,113.9217199,22.67501668
MultiPoint ((113.85957895982794241 22.66113836186375252)),238378,2.734092,588.579,居住用地,广东省,深圳市,59,61.734092,113.859579,22.66113836
MultiPoint ((113.86366736941394606 22.6691231230472745)),241801,2.738692,229.187,居住用地,广东省,深圳市,55,57.738692,113.8636674,22.66912312
MultiPoint ((113.86752139818749185 22.670372817270529)),247774,2.741192,84.369,居住用地,广东省,深圳市,54,56.741192,113.8675214,22.67037282
MultiPoint ((113.86379165595907637 22.67358554940386384)),245469,2.741792,19.278,居住用地,广东省,深圳市,62,64.741792,113.8637917,22.67358555
